Location,Longitude,Latitude
US Kentucky Anderson,-86.7997176,37.0180991
US Kentucky Ballard,-84.9905101,37.930351
US Kentucky Barren,-85.925817,36.9584649
US Kentucky Bath,-82.9112719,37.2425996
US Kentucky Bell,-88.462929,36.873501
US Kentucky Boone,-84.316601,37.5175837
US Kentucky Bourbon,-84.6224415,37.0520216
US Kentucky Boyd,-84.3941053,38.5506277
US Kentucky Boyle,-84.8540572,37.6240938
US Kentucky Bracken,-84.0751461,38.686946
US Kentucky Breathitt,-83.2943551,37.5248869
US Kentucky Breckinridge,-84.378549,38.4414625
US Kentucky Bullitt,-85.6742394,37.9749498
US Kentucky Butler,-84.3696594,38.7864569
US Kentucky Caldwell,-84.3913267,38.806734
US Kentucky Calloway,-88.271076,36.6257937
US Kentucky Campbell,-84.29935291,37.74292805
US Kentucky Carlisle,-84.027427,38.3120197
US Kentucky Carroll,-85.1000246,38.65718
US Kentucky Carter,-83.1207313,38.4289683
US Kentucky Casey,-86.6074854,37.3344933
US Kentucky Christian,-87.5014545,36.8778665
US Kentucky Clark,-84.39285341,38.8633991
US Kentucky Clay,-87.8200159,37.4767119
US Kentucky Clinton,-85.1426047,36.7190018
US Kentucky Crittenden,-84.6052206,38.7828437
US Kentucky Cumberland,-85.3795095,36.7934611
US Kentucky Daviess,-87.0818357,37.6877924
US Kentucky Edmonson,-86.2206738,37.1999181
US Kentucky Elliott,-83.0656398,38.1178636
US Kentucky Estill,-82.8187717,37.4570438
US Kentucky Fayette,-84.4722444,38.0280648
US Kentucky Fleming,-82.6990458,37.1956586
US Kentucky Floyd,-84.6524445,37.2509114
US Kentucky Franklin,-86.5772177,36.722263
US Kentucky Fulton,-88.8746793,36.5036305
US Kentucky Gallatin,-84.8435828,38.7531444
US Kentucky Garrard,-83.746308,37.1237006
US Kentucky Grant,-84.4513293,38.9636739
US Kentucky Graves,-88.6569094,36.7244966
US Kentucky Grayson,-82.9485023,38.3325812
US Kentucky Green,-83.0751714,38.1406397
US Kentucky Greenup,-82.8301677,38.5731349
US Kentucky Hancock,-86.7532261,37.8189002
US Kentucky Hardin,-88.2953134,36.7647773
US Kentucky Harlan,-83.321848,36.8431441
US Kentucky Harrison,-84.524937,37.9752543
US Kentucky Hart,-85.8845579,37.2921203
US Kentucky Henderson,-87.5907631,37.8367513
US Kentucky Henry,-85.1191168,38.447983
US Kentucky Hickman,-89.1861791,36.5711721
US Kentucky Hopkins,-87.5612458,37.3006817
US Kentucky Jackson,-83.3822604,37.5534741
US Kentucky Jefferson,-85.664528,38.1787175
US Kentucky Jessamine,-84.6213312,37.8759116
US Kentucky Johnson,-83.9781162,38.4820077
US Kentucky Kenton,-84.4560507,38.8683985
US Kentucky Knott,-82.9314574,37.3521946
US Kentucky Knox,-83.8545725,36.8934427
US Kentucky Larue,-84.47561,37.8535322
US Kentucky Laurel,-84.1148273,37.1000973
US Kentucky Lawrence,-82.7316588,38.0601807
US Kentucky Lee,-86.4994264,37.295882
US Kentucky Leslie,-85.4519094,36.7795052
US Kentucky Letcher,-82.9590507,37.1450963
US Kentucky Lewis,-83.3400338,38.5192128
US Kentucky Lincoln,-83.7390856,37.057867
US Kentucky Livingston,-84.2149339,37.2978634
US Kentucky Logan,-84.300829,37.573089
US Kentucky Lyon,-88.0658149,36.9981232
US Kentucky Madison,-82.8059638,37.8082444
US Kentucky Magoffin,-83.039044,37.6859873
US Kentucky Marion,-88.0811349,37.3328286
US Kentucky Marshall,-83.7629759,38.5450759
US Kentucky Martin,-82.752659,37.5728764
US Kentucky Mason,-83.0498919,37.7206484
US Kentucky McCracken,-88.7107201,37.0335839
US Kentucky McCreary,-84.5154934,37.6711917
US Kentucky McLean,-87.2594272,37.5216272
US Kentucky Meade,-86.1902231,37.9313371
US Kentucky Menifee,-83.6014187,37.9357602
US Kentucky Mercer,-87.151107,37.2575427
US Kentucky Metcalfe,-85.6254484,36.9767017
US Kentucky Monroe,-85.7284653,36.699465
US Kentucky Montgomery,-87.740569,36.8781038
US Kentucky Morgan,-84.3988273,38.6028489
US Kentucky Muhlenberg,37.201149,-87.178543
US Kentucky Nelson,-87.0508288,37.3297661
US Kentucky Nicholas,-84.0153581,38.3287954
US Kentucky Ohio,-84.3572569,39.0352576
US Kentucky Oldham,-85.4210695,38.4975639
US Kentucky Owen,-84.819254,38.5303187
US Kentucky Owsley,-82.5884871,37.5014887
US Kentucky Pendleton,-85.3035678,38.4622879
US Kentucky Perry,-83.1640699,37.2203608
US Kentucky Pike,-93.36989657,45.02789725
US Kentucky Powell,-83.8239902,37.8192526
US Kentucky Pulaski,-84.6388326,37.2089669
US Kentucky Robertson,-84.0465647,38.513372
US Kentucky Rockcastle,-87.9872444,36.8997741
US Kentucky Rowan,-84.5264981,37.9758114
US Kentucky Russell,-82.6976631,38.5173028
US Kentucky Scott,-87.766849,37.396318
US Kentucky Shelby,-85.2111267,38.2215625
US Kentucky Simpson,-83.3701805,37.6681448
US Kentucky Spencer,-84.3588044,39.0355088
US Kentucky Taylor,-85.3096607,37.3396409
US Kentucky Todd,-87.1728185,36.8098474
US Kentucky Trigg,-87.8782433,36.7949221
US Kentucky Trimble,-84.7357763,37.0120194
US Kentucky Union,-84.680501,38.9458951
US Kentucky Warren,-83.8440895,36.7534188
US Kentucky Washington,-87.6111352,39.5933684
US Kentucky Wayne,-84.8250848,36.7822106
US Kentucky Webster,-86.3388635,37.888953
US Kentucky Whitley,-84.1512134,36.7324324
US Kentucky Wolfe,-83.4868591,37.7430509
US Kentucky Woodford,-87.6111352,39.5933684
US Louisiana ,-92.007126,30.8703881
US Louisiana Acadia,-92.3957036,30.2740735
US Louisiana Allen,-92.8598049,30.6558242
US Louisiana Ascension,-90.9186104,30.2116442
US Louisiana Assumption,-91.0533996,29.9185432
US Louisiana Avoyelles,-92.0019698,31.0471604
US Louisiana Beauregard,-93.3416829,30.6144496
US Louisiana Bienville,-93.0761115,32.3231432
US Louisiana Bossier,-93.5959786,32.6676663
US Louisiana Caddo,-93.8931785,32.529173
US Louisiana Calcasieu,-93.3434067,30.2232015
US Louisiana Caldwell,-92.1130105,32.0820785
US Louisiana Cameron,-93.1843025,29.888055
US Louisiana Catahoula,-91.8487107,31.7294681
US Louisiana Claiborne,-93.0097229,32.8218607
US Louisiana Concordia,-91.6714379,31.3941887
US Louisiana De Soto,-93.7488946,32.0195388
US Louisiana East Baton Rouge,-91.0899217,30.5254797
US Louisiana East Carroll,-91.2605142,32.6949938
US Louisiana East Feliciana,-91.0405799,30.8462165
US Louisiana Evangeline,-92.4217813,30.6976776
US Louisiana Franklin,-91.6778053,32.1254252
US Louisiana Grant,-92.5730029,31.5748918
US Louisiana Iberia,-91.7451362,29.9812242
US Louisiana Iberville,-91.3133623,30.2120844
US Louisiana Jackson,-92.5628442,32.2932692
US Louisiana Jefferson,-90.1293894,29.8502657
US Louisiana Jefferson Davis,-92.7886576,30.2575503
US Louisiana LaSalle,-91.9476206,29.9757602
US Louisiana Lafayette,-92.0198427,30.2240897
US Louisiana Lafourche,-90.3964889,29.5820155
US Louisiana Lincoln,-92.6792848,32.598162
US Louisiana Livingston,-90.7189344,30.4158699
US Louisiana Madison,-91.255051,32.3614697
US Louisiana Morehouse,-91.8374127,32.8326959
US Louisiana Natchitoches,-93.0860209,31.7606732
US Louisiana Orleans,-90.0701156,29.9499323
US Louisiana Ouachita,-92.1615004,32.4790511
US Louisiana Plaquemines,-89.5123524,29.4291161
US Louisiana Pointe Coupee,-91.5740887,30.6194283
US Louisiana Rapides,-92.5526386,31.1719886
US Louisiana Red River,-93.3111105,32.0835604
US Louisiana Richland,-91.8105911,32.4196791
US Louisiana Sabine,-93.5265161,31.5223049
US Louisiana St. Bernard,-89.6008692,29.8217562
US Louisiana St. Charles,-90.3794968,29.8883177
US Louisiana St. Helena,-90.6932182,30.8080103
US Louisiana St. James,-90.7989525,30.0096684
US Louisiana St. John the Baptist,-90.5276838,30.1141748
US Louisiana St. Landry,-92.0035057,30.6174002
US Louisiana St. Martin,-91.6081116,30.1811426
US Louisiana St. Mary,-92.69248,30.484252
US Louisiana St. Tammany,-89.9730381,30.4243909
US Louisiana Tangipahoa,-90.4315754,30.6323024
US Louisiana Tensas,-91.3708695,31.9834216
US Louisiana Terrebonne,-90.8705871,29.4616211
US Louisiana Union,-92.3910295,32.8385899
US Louisiana Vermilion,-92.3501175,29.8411106
US Louisiana Vernon,-93.2003582,31.0847886
US Louisiana Washington,-90.0721467,30.8337523
US Louisiana Webster,-93.3285187,32.6358137
US Louisiana West Baton Rouge,-91.3261882,30.4514623
US Louisiana West Carroll,-91.4586366,32.7864174
US Louisiana West Feliciana,-91.4016657,30.8842729
US Louisiana Winn,-92.6401816,31.947293
US Maine ,-68.8590201,45.709097
US Maine Androscoggin,-70.196395,44.1402839
US Maine Aroostook,-68.4701132,46.6847962
US Maine Cumberland,-70.4001498,43.8506432
US Maine Franklin,-70.4395797,44.916814
US Maine Hancock,-68.2994753,44.7135397
US Maine Kennebec,-69.8250659,44.4184616
US Maine Knox,-69.2127109,44.1773049
US Maine Lincoln,-68.504716,45.3622432
US Maine Oxford,-70.7782375,44.4694529
US Maine Penobscot,-68.7111393,44.4645203
US Maine Piscataquis,-69.2923096,45.8358193
US Maine Sagadahoc,-69.8654643,43.9900158
US Maine Somerset,-70.0997288,45.4538403
US Maine Waldo,-69.1365185,44.4870161
US Maine Washington,-69.3672657,44.2736859
US Maine York,-70.6493185,43.1520973
US Maryland ,-76.9382069,39.5162234
US Maryland Allegany,-78.6550628,39.6572451
US Maryland Anne Arundel,-76.573454,38.9722583
US Maryland Baltimore,-76.610759,39.2908816
US Maryland Baltimore City,-76.6334625,39.30461785
US Maryland Calvert,-76.537764,38.5288529
US Maryland Caroline,-75.8247398,38.8550631
US Maryland Carroll,-77.026707,39.5685399
US Maryland Cecil,-75.9381806,39.5729428
US Maryland Charles,-75.589176,38.371881
US Maryland Dorchester,-76.0995677,38.3930694
US Maryland Frederick,-77.4109269,39.4142186
US Maryland Garrett,-79.2496976,39.544087
US Maryland Harford,-76.3048991,39.548545
US Maryland Howard,-76.61564945,39.31842095
US Maryland Kent,-76.1038454,39.2587546
US Maryland Montgomery,-77.2075612,39.1406267
US Maryland Prince George's,-76.8936372,38.8242032
US Maryland Queen Anne's,-76.0616856,39.0273331
US Maryland Somerset,-75.8745873,38.0630795
US Maryland St. Mary's,-76.5389973,38.206621
US Maryland Talbot,-76.1919824,38.7542065
US Maryland Washington,-90.4406977,38.7359941
US Maryland Wicomico,-76.8766366,38.4134581
US Maryland Worcester,-75.3319465,38.2231182
US Massachusetts ,-72.032366,42.3788774
US Massachusetts Barnstable,-70.3499234,41.6718684
US Massachusetts Berkshire,-73.2322639,42.3999954
US Massachusetts Bristol,-71.0856545,41.7425538
US Massachusetts Dukes,-70.642011,41.3926378
US Massachusetts Essex,-70.7828255,42.6320389
US Massachusetts Franklin,-71.396725,42.0834313
US Massachusetts Hampden,-72.4186602,42.0640239
US Massachusetts Hampshire,-72.6213339,42.3432499
US Massachusetts Middlesex,-71.3968261,42.485452
US Massachusetts Nantucket,-70.0984222,41.2851566
US Massachusetts Norfolk,-71.3250564,42.1195426
US Massachusetts Plymouth,-70.6673851,41.9583799
US Massachusetts Suffolk,-70.9788771,42.3544455
US Massachusetts Worcester,-71.8022934,42.2625932
US Michigan ,-84.6824346,43.6211955
US Michigan Alcona,-83.5908023,44.6765986
US Michigan Alger,-86.5280993,46.4047895
US Michigan Allegan,-85.8861492,42.5867203
US Michigan Alpena,-83.6670019,45.0176181
US Michigan Antrim,-85.1133189,44.9947369
US Michigan Arenac,-83.8718694,44.0608193
US Michigan Baraga,-88.3876368,46.6354348
US Michigan Barry,-85.3242417,42.5910739
US Michigan Bay,-91.0674079,46.2016199
US Michigan Benzie,-85.9928452,44.6408868
US Michigan Berrien,-86.3985714,41.9838614
US Michigan Branch,-85.0649374,41.916753
US Michigan Calhoun,-85.0229223,42.2461339
US Michigan Cass,-85.9970051,41.9090169
US Michigan Charlevoix,-84.9676387,45.202075
US Michigan Cheboygan,-84.4768486,45.4417481
US Michigan Chippewa,-84.6428564,46.3111149
US Michigan Clare,-84.8505091,43.9688673
US Michigan Clinton,-84.6125345,42.9435238
US Michigan Crawford,-84.6237147,44.6769346
US Michigan Delta,-86.8950252,46.0236602
US Michigan Dickinson,-87.8864905,45.9874631
US Michigan Eaton,-84.8443666,42.5935964
US Michigan Emmet,-84.8567966,45.5064041
US Michigan Genesee,-83.7274305,43.0220032
US Michigan Gladwin,-84.3873235,43.9747774
US Michigan Gogebic,-89.6626791,46.403433
US Michigan Grand Traverse,-85.5801336,44.6409162
US Michigan Gratiot,-84.6098023,43.2903117
US Michigan Hillsdale,-84.5984396,41.8779105
US Michigan Houghton,-88.7774734,46.8591287
US Michigan Huron,-87.624077,41.8947327
US Michigan Ingham,-84.3800841,42.5860505
US Michigan Ionia,-85.0713945,42.9469688
US Michigan Iosco,-83.6582168,44.3501989
US Michigan Iron,-88.5463241,46.2178577
US Michigan Isabella,-84.8468516,43.6306545
US Michigan Jackson,-87.6244949,41.8785403
US Michigan Kalamazoo,-85.5872286,42.291707
US Michigan Kalkaska,-85.1002509,44.6780512
US Michigan Kent,-85.5502718,43.0024013
US Michigan Keweenaw,-88.0742387,47.3876058
US Michigan Lake,-109.3076091,35.11709355
US Michigan Lapeer,-83.2333705,43.0904764
US Michigan Leelanau,-85.8119919,44.8878795
US Michigan Lenawee,-84.0624323,41.8735258
US Michigan Livingston,-83.9147925,42.5924563
US Michigan Luce,-85.5556156,46.4824144
US Michigan Mackinac,-85.0336698,46.085237
US Michigan Macomb,-82.902901,42.6741189
US Michigan Manistee,-86.0262043,44.3308044
US Michigan Marquette,-87.6305899,46.4481521
US Michigan Mason,-86.246291,43.9778831
US Michigan Mecosta,-85.3168199,43.6375503
US Michigan Menominee,-87.562159,45.5785741
US Michigan Midland,-84.2472117,43.6155825
US Michigan Missaukee,-85.1070535,44.336979
US Michigan Monroe,-87.6245466,41.8805523
US Michigan Montcalm,-85.112198,43.3055418
US Michigan Montmorency,-84.1322903,45.0192008
US Michigan Muskegon,-86.2483921,43.2341813
US Michigan Newaygo,-85.7944976,43.5121225
US Michigan Oakland,-83.3804439,42.6618842
US Michigan Oceana,-86.277073,43.6200297
US Michigan Ogemaw,-84.125549,44.3364914
US Michigan Ontonagon,-89.3293792,46.6471877
US Michigan Osceola,-85.3310847,43.9654579
US Michigan Oscoda,-84.1467693,44.6789109
US Michigan Otsego,-84.6136788,45.0244123
US Michigan Ottawa,-85.9827867,42.9547143
US Michigan Presque Isle,-83.9567881,45.3375258
US Michigan Roscommon,-84.6165164,44.3326932
US Michigan Saginaw,-83.9490365,43.4200387
US Michigan Sanilac,-82.8234745,43.4150687
US Michigan Schoolcraft,-86.1833841,46.1902943
US Michigan Shiawassee,-84.1458259,42.9429488
US Michigan St. Clair,-82.6283554,42.9426715
US Michigan St. Joseph,-85.5356726,41.9031963
US Michigan Tuscola,-83.3951071,43.4776781
US Michigan Van Buren,-87.6241083,41.8765544
US Michigan Washtenaw,-83.8440853,42.2582044
US Michigan Wayne,-83.3850962,42.2798302
US Michigan Wexford,-85.5741088,44.3353211
US Minnesota ,-94.6113288,45.9896587
US Minnesota Aitkin,-93.3847595,46.5714822
US Minnesota Anoka,-93.2827625,45.2710195
US Minnesota Becker,-95.6761851,46.9298236
US Minnesota Beltrami,-94.8799011,47.9978537
US Minnesota Benton,-94.0481042,45.7162129
US Minnesota Big Stone,-96.3557364,45.385266
US Minnesota Blue Earth,-94.0560643,44.0109722
US Minnesota Brown,-94.6955051,44.2350232
US Minnesota Carlton,-92.7206334,46.5799933
US Minnesota Carver,-93.7871792,44.807118
US Minnesota Cass,-94.3454604,47.0234117
US Minnesota Chippewa,-95.5314914,45.027661
US Minnesota Chisago,-92.8849411,45.4758877
US Minnesota Clay,-96.5088202,46.8994904
US Minnesota Clearwater,-95.3747844,47.5643825
US Minnesota Cook,-90.47301,47.9149076
US Minnesota Cottonwood,-95.1658845,44.019068
US Minnesota Crow Wing,-94.1017044,46.4665237
US Minnesota Dakota,-93.044911,44.666655
US Minnesota Dodge,-92.8678406,44.0175404
US Minnesota Douglas,-95.4627651,45.9340479
US Minnesota Faribault,-93.9510501,43.6647961
US Minnesota Fillmore,-92.0636359,43.6466588
US Minnesota Freeborn,-93.3501681,43.6763617
US Minnesota Goodhue,-92.7175627,44.396973
US Minnesota Grant,-96.0272071,45.9358795
US Minnesota Hennepin,-93.4865052,45.0257232
US Minnesota Houston,-91.4685617,43.6624222
US Minnesota Hubbard,-94.9427679,47.1138266
US Minnesota Isanti,-93.32652096,45.56932235
US Minnesota Itasca,-93.6225663,47.4968343
US Minnesota Jackson,-95.1500626,43.670011
US Minnesota Kanabec,-93.2901944,45.8979481
US Minnesota Kandiyohi,-95.0025846,45.142373
US Minnesota Kittson,-96.8074141,48.7709208
US Minnesota Koochiching,-93.7684251,48.221596
US Minnesota Lac qui Parle,-96.2024907,44.986426
US Minnesota Lake,-93.82771159,43.84055085
US Minnesota Lake of the Woods,-94.8480091,48.7032282
US Minnesota Le Sueur,-93.711443,44.3771652
US Minnesota Lincoln,-96.2627763,44.4020631
US Minnesota Lyon,-95.8287296,44.3880733
US Minnesota Mahnomen,-95.8142911,47.3313602
US Minnesota Marshall,-96.381968,48.3605336
US Minnesota Martin,-94.5498419,43.6564337
US Minnesota McLeod,-94.2495251,44.8169135
US Minnesota Meeker,-94.5175345,45.1183643
US Minnesota Mille Lacs,-93.640356,45.9311972
US Minnesota Morrison,-94.2554658,45.9926837
US Minnesota Mower,-92.753704,43.6832277
US Minnesota Murray,-95.7615205,44.017855
US Minnesota Nicollet,-94.2362169,44.3380412
US Minnesota Nobles,-95.7527672,43.6634212
US Minnesota Norman,-96.4625779,47.3194344
US Minnesota Olmsted,-92.3765614,43.999812
US Minnesota Otter Tail,-95.713142,46.4184196
US Minnesota Pennington,-96.0829271,48.0513335
US Minnesota Pine,-92.7542126,46.0820957
US Minnesota Pipestone,-96.2566582,44.0270012
US Minnesota Polk,-96.4193484,47.6554613
US Minnesota Pope,-95.4469471,45.5850258
US Minnesota Ramsey,-93.0949501,45.0165728
US Minnesota Red Lake,-96.0988343,47.8605178
US Minnesota Redwood,-95.2532373,44.3788613
US Minnesota Renville,-94.9084771,44.7242874
US Minnesota Rice,-93.2865484,44.3413376
US Minnesota Rock,-96.2574328,43.6733632
US Minnesota Roseau,-95.7697882,48.7710371
US Minnesota Scott,-93.5025726,44.6506998
US Minnesota Sherburne,-93.7459202,45.4427088
US Minnesota Sibley,-94.2085682,44.5603522
US Minnesota St. Louis,-92.4363343,47.6201005
US Minnesota Stearns,-94.6139422,45.535326
US Minnesota Steele,-93.2203671,44.0137336
US Minnesota Stevens,-95.9946194,45.5837016
US Minnesota Swift,-95.6898654,45.2797223
US Minnesota Todd,-94.887283,46.0588428
US Minnesota Traverse,-96.4215265,45.7836323
US Minnesota Wabasha,-92.2018164,44.2767596
US Minnesota Wadena,-94.9606684,46.5850936
US Minnesota Waseca,-93.5885717,44.0172242
US Minnesota Washington,-92.8743564,45.0078591
US Minnesota Watonwan,-94.6370354,43.9736055
US Minnesota Wilkin,-96.4586194,46.3258354
US Minnesota Winona,-91.7807784,43.9582272
US Minnesota Wright,-93.9639196,45.1489061
US Minnesota Yellow Medicine,-95.8533555,44.7198536
US Mississippi ,-89.7348497,32.9715645
US Mississippi Adams,-91.3297733,31.4904433
US Mississippi Alcorn,-91.1392755,31.8779382
US Mississippi Amite,-90.8217568,31.1729865
US Mississippi Attala,-89.5680661,33.0777868
US Mississippi Benton,-90.259533,32.8265223
US Mississippi Bolivar,-91.0531635,33.659834
US Mississippi Calhoun,-89.2053362,31.6959952
US Mississippi Carroll,-89.9110025,33.4230182
US Mississippi Chickasaw,-88.9357382,33.9137474
US Mississippi Choctaw,-90.8131531,33.5578928
US Mississippi Claiborne,-90.9141968,31.9640731
US Mississippi Clarke,-88.7003965,32.0396256
US Mississippi Clay,-88.3372675,34.2701035
US Mississippi Coahoma,-90.5653906,34.1931314
US Mississippi Copiah,-90.4798717,31.8563532
US Mississippi Covington,-89.5278045,31.6143213
US Mississippi DeSoto,-89.9778704,34.8703284
US Mississippi Forrest,-89.2398601,31.1540772
US Mississippi Franklin,-90.8992648,31.467398
US Mississippi George,-90.7017634,32.8501303
US Mississippi Greene,-88.6429687,31.2049136
US Mississippi Grenada,-89.7674875,33.772401
US Mississippi Hancock,-89.4782116,30.3892826
US Mississippi Harrison,-89.1313136,30.4553392
US Mississippi Hinds,-90.4793259,32.2506754
US Mississippi Holmes,-90.0656168,33.1018124
US Mississippi Humphreys,-90.5408182,33.1282074
US Mississippi Issaquena,-91.0097866,32.6773851
US Mississippi Itawamba,-88.3713687,34.2774018
US Mississippi Jackson,-90.1847691,32.2990384
US Mississippi Jasper,-89.1132111,32.0216075
US Mississippi Jefferson,-91.0335766,31.7257154
US Mississippi Jefferson Davis,-89.726499,33.641386
US Mississippi Jones,-90.4449444,31.5728946
US Mississippi Kemper,-88.6604179,32.7307497
US Mississippi Lafayette,-89.4664677,34.3519389
US Mississippi Lamar,-89.3178505,34.9173149
US Mississippi Lauderdale,-88.5117048,32.5206941
US Mississippi Lawrence,-89.2328394,32.3251443
US Mississippi Leake,-89.5241292,32.7401114
US Mississippi Lee,-88.6913264,34.265749
US Mississippi Leflore,-90.288095,33.5244154
US Mississippi Lincoln,-89.657396,31.744703
US Mississippi Lowndes,-88.4108384,33.4466925
US Mississippi Madison,-90.1153638,32.4618086
US Mississippi Marion,-88.6478207,32.4173638
US Mississippi Marshall,-89.4725635,34.7329561
US Mississippi Monroe,-90.8267679,31.4715604
US Mississippi Montgomery,-89.6182472,33.5074528
US Mississippi Neshoba,-89.1381155,32.6234704
US Mississippi Newton,-89.1633929,32.3212554
US Mississippi Noxubee,-88.5916703,33.1190254
US Mississippi Oktibbeha,-88.8937318,33.4131096
US Mississippi Panola,-89.9601925,34.3793392
US Mississippi Pearl River,-89.5984726,30.7761973
US Mississippi Perry,-89.1414364,30.7207466
US Mississippi Pike,-90.0650921,35.0309257
US Mississippi Pontotoc,-88.998673,34.2478831
US Mississippi Prentiss,-89.8670229,31.5985012
US Mississippi Quitman,-90.2946542,34.1920186
US Mississippi Rankin,-89.9070243,32.2865353
US Mississippi Scott,-91.0742748,33.5917794
US Mississippi Sharkey,-90.8478339,32.8742585
US Mississippi Simpson,-89.9323619,31.8919593
US Mississippi Smith,-88.4750362,32.424307
US Mississippi Stone,-89.1342764,30.7843863
US Mississippi Sunflower,-90.602067,33.4980504
US Mississippi Tallahatchie,-90.1577411,33.9414425
US Mississippi Tate,-89.9335244,34.6391489
US Mississippi Tippah,-88.9119403,34.7296814
US Mississippi Tishomingo,-88.2317103,34.6367608
US Mississippi Tunica,-90.382877,34.6845455
US Mississippi Union,-89.1214478,32.5715272
US Mississippi Walthall,-90.1197687,31.1241919
US Mississippi Warren,-90.7975574,32.3649878
US Mississippi Washington,-90.9183546,33.2626706
US Mississippi Wayne,-88.6858852,31.6212491
US Mississippi Webster,-88.9836714,33.2176253
US Mississippi Wilkinson,-91.3329359,31.1371924
US Mississippi Winston,-89.0495278,33.0603103
US Mississippi Yalobusha,-89.6991703,34.0213455
US Mississippi Yazoo,-90.4120889,32.7709321
US Missouri ,-92.5617875,38.7604815
US Missouri Adair,-92.6161167,40.1769782
US Missouri Andrew,-94.8090258,39.9845508
US Missouri Atchison,-95.4359392,40.4144817
US Missouri Audrain,-91.8467268,39.2226625
US Missouri Barry,-93.8229669,36.7033624
US Missouri Barton,-94.3620755,37.5040024
US Missouri Bates,-94.3503613,38.2612027
US Missouri Benton,-93.3036786,38.2930723
US Missouri Bollinger,-90.0296175,37.3310468
US Missouri Boone,-92.3307534,39.0153926
US Missouri Buchanan,-94.794829,39.6733203
US Missouri Butler,-90.4146358,36.7151346
US Missouri Caldwell,-93.9997281,39.6558966
US Missouri Callaway,-91.9257607,38.8491265
US Missouri Camden,-92.7638327,38.0323133
US Missouri Cape Girardeau,-89.5230357,37.3034933
US Missouri Carroll,-93.516971,39.441912
US Missouri Carter,-90.9598933,36.9303011
US Missouri Cass,-94.3721539,38.6585427
US Missouri Cedar,-93.861222,37.7084225
US Missouri Chariton,-92.9524728,39.5372927
US Missouri Christian,-93.1692896,36.9586087
US Missouri Clark,-91.7362195,40.3962004
US Missouri Clay,-94.4046405,39.3187409
US Missouri Clinton,-94.4184896,39.5975986
US Missouri Cole,-92.2956433,38.5189519
US Missouri Cooper,-92.8249579,38.8452595
US Missouri Crawford,-91.3156445,37.9920098
US Missouri Dade,-93.8406302,37.4323036
US Missouri Dallas,-93.0219376,37.6832712
US Missouri Daviess,-93.9962662,39.9587505
US Missouri DeKalb,-94.4078109,39.885757
US Missouri Dent,-91.5167381,37.6211924
US Missouri Douglas,-92.5246813,36.9433177
US Missouri Dunklin,-90.0591292,36.2156534
US Missouri Franklin,-91.0841241,38.4021095
US Missouri Gasconade,-91.5177499,38.4575789
US Missouri Gentry,-94.4159527,40.2044898
US Missouri Greene,-93.3465486,37.2671929
US Missouri Grundy,-93.5737817,40.1075648
US Missouri Harrison,-93.9845199,40.337172
US Missouri Henry,-93.8066565,38.3791027
US Missouri Hickory,-93.3334746,37.959055
US Missouri Holt,-95.2134565,40.0989571
US Missouri Howard,-92.7181732,39.1321077
US Missouri Howell,-91.9151975,36.766989
US Missouri Iron,-90.6953467,37.575509
US Missouri Jackson,-94.35827593,39.03551565
US Missouri Jasper,-94.3103412,37.176515
US Missouri Jefferson,-90.5721889,38.267166
US Missouri Johnson,-93.8161034,38.7295547
US Missouri Kansas City,-94.5781416,39.100105
US Missouri Knox,-92.1573551,40.122723
US Missouri Laclede,-92.6324187,37.6475206
US Missouri Lafayette,-93.8151868,39.0603689
US Missouri Lawrence,-93.8535681,37.1036975
US Missouri Lewis,-91.7013355,40.0902418
US Missouri Lincoln,-90.959359,39.0605477
US Missouri Linn,-93.1104004,39.8652349
US Missouri Livingston,-93.5573919,39.7639036
US Missouri Macon,-92.5675118,39.8416253
US Missouri Madison,-90.3567669,37.4914691
US Missouri Maries,-91.928925,38.1683782
US Missouri Marion,-91.6318781,39.8080573
US Missouri McDonald,-94.3529462,36.6259839
US Missouri Mercer,-93.5788706,40.4095007
US Missouri Miller,-92.4343544,38.2118765
US Missouri Mississippi,-89.3336141,36.837087
US Missouri Moniteau,-92.5851064,38.6074608
US Missouri Monroe,-91.9896892,39.494421
US Missouri Montgomery,-91.4821326,38.9682313
US Missouri Morgan,-92.9183724,38.4177341
US Missouri New Madrid,-89.6780945,36.5749606
US Missouri Newton,-94.3424195,36.9070237
US Missouri Nodaway,-94.8723663,40.3483437
US Missouri Oregon,-91.4219804,36.6909747
US Missouri Osage,-91.8708392,38.4637283
US Missouri Ozark,-92.4575198,36.6467816
US Missouri Pemiscot,-89.8351486,36.2104949
US Missouri Perry,-89.8430248,37.7107349
US Missouri Pettis,-93.2991713,38.7346291
US Missouri Phelps,-91.8168126,37.913292
US Missouri Pike,-89.5206477,37.3097727
US Missouri Platte,-94.7716306,39.3770348
US Missouri Polk,-93.4087994,37.6200803
US Missouri Pulaski,-92.2248398,37.8402606
US Missouri Putnam,-92.9709709,40.4890407
US Missouri Ralls,-91.547611,39.552012
US Missouri Randolph,-92.5009215,39.4418988
US Missouri Ray,-93.9888262,39.3661726
US Missouri Reynolds,-90.9659462,37.3762658
US Missouri Ripley,-90.8887906,36.6478735
US Missouri Saline,-93.2300648,39.1256186
US Missouri Schuyler,-92.5152037,40.4644896
US Missouri Scotland,-92.1527305,40.4479304
US Missouri Scott,-89.5523071,37.0516647
US Missouri Shannon,-91.4328245,37.1498052
