Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Least developed countries: UN classification,LDC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.891643204,2.904281918,2.907786713,2.903821131,2.894591388,2.881583739,2.905716395,2.923057355,2.933117959,2.935753788,2.932061503,2.965281134,2.990979344,3.00979533,3.022127731,3.028520292,3.054060122,3.071222787,3.080944248,3.084138238,3.081621147,3.093659508,3.096828276,3.092181745,3.080910028,3.064038731,3.083312309,3.097738646,3.107215862,3.111577505,3.111273768,3.133961661,3.150902963,3.163588897,3.174080784,3.184123624,3.207639654,3.227125863,3.242563496,3.252917564,3.257685062,3.275611029,3.286372594,3.292256843,3.29583364,3.298740113,3.324419231,3.346611262,3.365103303,3.379227158,3.389132829,3.413890201,3.433708345,3.449613979,3.462448983,3.473307169,3.498072425,3.519552911,3.540249106,3.563097863,
Low income,LIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.023967385,3.026980987,3.02515086,3.018101888,3.004825931,2.985305775,3.005250105,3.015480663,3.017352852,3.013014186,3.003806706,3.021225485,3.032652335,3.038004013,3.036863645,3.029615385,3.054761824,3.073980676,3.087761051,3.096155326,3.099258373,3.108140364,3.107101612,3.098855973,3.086339503,3.070894952,3.088027652,3.102664308,3.113296865,3.118037269,3.116513183,3.134610221,3.146787583,3.15508126,3.162735471,3.172146763,3.177018884,3.178586938,3.176728902,3.170188802,3.158246914,3.161657043,3.159316123,3.152973355,3.144609857,3.135656205,3.150965123,3.162417697,3.170383206,3.175378896,3.178414545,3.197960329,3.214237377,3.226867638,3.23477498,3.2381657,3.251063391,3.2584303,3.265024804,3.276841993,
Liechtenstein,LIE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.521505749,4.361529197,4.210166768,4.066653009,3.929456059,3.799557548,3.772414102,3.744228039,3.718259952,3.69805671,3.684587377,3.736411109,3.791833878,3.850042363,3.907973191,3.964247272,4.051973828,4.132575799,4.208421949,4.283757601,4.361168127,4.461975648,4.563476896,4.667092452,4.773744368,4.88473246,4.999171484,5.1162248,5.235129195,5.354055208,5.471946331,5.600645402,5.718956063,5.830350459,5.938834264,6.047313061,6.100437909,6.142629758,6.176071996,6.201148737,6.219644352,6.348012583,6.468821846,6.585838344,6.70648238,6.837932057,6.933321189,7.026519042,7.130525125,7.261149497,7.431613588,7.781186035,8.17024634,8.582771388,8.994424853,9.391909624,9.768466276,10.12359315,10.47321975,10.83880576,
Lower middle income,LMC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.439586813,3.478308004,3.510965756,3.535462565,3.550164381,3.555142741,3.589880006,3.614976176,3.633126693,3.646648232,3.657114315,3.69847901,3.731860374,3.757576849,3.776323773,3.78890358,3.826988699,3.858217651,3.881253384,3.893719173,3.895393027,3.912972322,3.917367312,3.913592018,3.907395045,3.902380391,3.921786114,3.939077133,3.954966286,3.969969585,3.982264666,4.029214604,4.072857367,4.1116599,4.143802814,4.170299559,4.223829286,4.268679838,4.308553261,4.347245246,4.387009631,4.450765637,4.511532093,4.56680643,4.612401533,4.647181916,4.69907917,4.741248127,4.777021784,4.810409064,4.844630466,4.899058952,4.951806628,5.007946829,5.073062454,5.151707447,5.264764381,5.384865205,5.510460103,5.639174849,
Low & middle income,LMY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.71406772,3.742430722,3.750187363,3.743137311,3.728894446,3.710656825,3.756658349,3.800259198,3.840267824,3.874615029,3.903560725,3.959013383,4.007590317,4.050920214,4.092072715,4.132941324,4.200932725,4.266504913,4.326480629,4.375663624,4.411948109,4.460071971,4.491904067,4.513102516,4.530155209,4.5465968,4.580141167,4.609020635,4.637131697,4.670041706,4.70992874,4.77245643,4.844413574,4.919393353,4.988258406,5.047326036,5.133525957,5.200648116,5.257706412,5.316119257,5.381012115,5.460632909,5.543547734,5.623255546,5.688140515,5.734169135,5.795303623,5.841664968,5.88110431,5.923691679,5.975316076,6.056809354,6.141152553,6.236444051,6.353181807,6.497549518,6.68728207,6.898799133,7.121304702,7.3402675,
Lesotho,LSO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.657040142,4.660741713,4.659800077,4.649023708,4.623225337,4.581559699,4.55800313,4.517948649,4.468605295,4.4205788,4.378643362,4.377293101,4.376401339,4.372922481,4.362946486,4.344706028,4.330212874,4.307403283,4.278368197,4.24552092,4.21016896,4.210048055,4.20484581,4.195623682,4.184357696,4.17113603,4.186100716,4.202220755,4.219201028,4.23440338,4.245818188,4.231354363,4.213579759,4.197590213,4.184440753,4.170393101,4.167418449,4.153870544,4.13263273,4.106190379,4.077323736,4.168263138,4.246515347,4.313527697,4.371566448,4.42199193,4.468227418,4.518798423,4.572526494,4.627635065,4.684099518,4.72045945,4.751726308,4.776414448,4.793229081,4.801456615,4.83911076,4.872643715,4.901087497,4.925825825,
Late-demographic dividend,LTE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.174389531,4.215265273,4.216155301,4.190784644,4.160079109,4.129079765,4.199724873,4.274767609,4.348315418,4.414058622,4.471562187,4.545779836,4.615192877,4.682039886,4.752172861,4.829431075,4.943631165,5.061237334,5.175703565,5.277216321,5.361540925,5.453267309,5.521365037,5.575503536,5.626124794,5.676927873,5.73658075,5.789329903,5.843235567,5.910392534,5.997609265,6.096443448,6.226475243,6.364700969,6.495953514,6.606458527,6.757075452,6.873227399,6.972461999,7.078706583,7.201510927,7.342785256,7.499911235,7.65929122,7.794663596,7.894933574,7.997861539,8.074101464,8.141164287,8.223260286,8.333875221,8.492390743,8.665669096,8.867638357,9.117155507,9.424607615,9.813449479,10.25435864,10.72295976,11.18419246,
Lithuania,LTU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.925950476,8.129474207,8.331629423,8.532808235,8.739136628,8.958065381,9.181685184,9.401128054,9.628119776,9.875802115,10.14899639,10.43870214,10.72415842,10.98886873,11.21065615,11.37928975,11.4598129,11.5090426,11.51739066,11.46703301,11.35363593,11.20671546,10.98427178,10.73670912,10.5333016,10.41279229,10.40417556,10.46315058,10.57495821,10.71697988,10.87857664,11.15653272,11.44622741,11.73903485,12.0228503,12.28943157,12.65135597,12.98828742,13.30495752,13.60975818,13.90857775,14.33560042,14.76084131,15.18332106,15.59463387,15.98583008,16.31974959,16.61433946,16.8686515,17.0855612,17.27131175,17.56530042,17.84603887,18.12213229,18.40126374,18.6855533,18.96844395,19.30095234,19.70503316,20.15841271,
Luxembourg,LUX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.82431625,10.96928248,11.10248423,11.23500174,11.37473042,11.52104579,11.74993006,11.96761482,12.17804034,12.37769095,12.56462192,12.75560594,12.91643364,13.04897278,13.15445529,13.22888387,13.42283573,13.57753337,13.67839744,13.70300643,13.64088364,13.65312338,13.58703691,13.47558889,13.36622972,13.2894866,13.26837842,13.26971688,13.2936667,13.33762238,13.39738234,13.5138423,13.63868634,13.75721378,13.84975884,13.91060618,13.99713526,14.04658384,14.06960005,14.07659381,14.07373946,14.17657509,14.263532,14.33464037,14.38761982,14.42069535,14.33345504,14.2294937,14.12593607,14.04253948,13.99301816,13.95571406,13.93972388,13.94260543,13.96100383,13.99422311,14.04230196,14.10670541,14.18315418,14.27494888,
Latvia,LVA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.57435577,10.62285068,10.65269395,10.68736048,10.75915673,10.88501122,11.08250257,11.31461052,11.56393053,11.80419106,12.0216348,12.25844111,12.43610112,12.5731582,12.69944292,12.82932514,12.95346118,13.09485894,13.20546474,13.20973238,13.07270471,12.92491285,12.63316549,12.27487657,11.95859466,11.74337152,11.65517236,11.64179014,11.68667865,11.76748815,11.87529532,12.22775353,12.61667762,13.01827843,13.39468664,13.72129736,14.05887934,14.31895804,14.53321863,14.74827374,14.98848234,15.40955097,15.82654885,16.22396619,16.57385227,16.85782327,17.20339981,17.51303064,17.77991479,17.99998601,18.17863465,18.48553456,18.76413716,19.02450761,19.27510082,19.51860013,19.6798709,19.83330403,20.04362032,20.336511,
"Macao SAR, China",MAC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.965701379,4.927197851,4.867098415,4.79415995,4.721508982,4.657822741,4.627284326,4.619591976,4.627467811,4.641274877,4.658115145,4.858927868,5.07060824,5.296278149,5.542296907,5.805618554,6.144515319,6.499547909,6.857137997,7.215426436,7.579251568,7.603965929,7.573718536,7.509648145,7.42797461,7.341015792,7.125724396,6.943669284,6.786419056,6.647575147,6.526026154,6.649115167,6.780914739,6.914659413,7.04688749,7.171742587,7.230796216,7.280641432,7.324665052,7.361675785,7.387407605,7.306057022,7.23406436,7.175469668,7.129392257,7.096910479,7.028973327,6.935626775,6.83760352,6.780015198,6.799462672,7.010485956,7.303218394,7.66853952,8.098500867,8.590979679,9.164115685,9.798019548,10.48420293,11.21173559,
St. Martin (French part),MAF,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.981766199,3.037949249,3.078972497,3.111803213,3.1462624,3.186365469,3.247013604,3.309107758,3.367660589,3.414519773,3.446268481,3.47459565,3.491021173,3.495171838,3.485740427,3.462735003,3.434410449,3.396921809,3.356777128,3.320909597,3.293839944,3.289537965,3.290291193,3.301233594,3.329440922,3.379471455,3.461624907,3.560511057,3.6742595,3.800100502,3.936259179,4.096383415,4.255726038,4.412135513,4.563621674,4.709473314,4.83715853,4.956895208,5.069297556,5.173613306,5.270580394,5.378432504,5.477143802,5.570528361,5.663379978,5.759243772,5.841569608,5.928996239,6.015132602,6.088031894,6.143669731,6.172018403,6.183380011,6.201386339,6.259504134,6.376659691,6.538053002,6.753348076,7.012904821,7.300454771,
Monaco,MCO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.180161973,6.08898171,5.994898527,5.912194126,5.858912773,5.843117768,5.929294903,6.04149998,6.162265566,6.264070058,6.333903945,6.445123378,6.50882342,6.563032307,6.654061195,6.799295321,7.009738003,7.261667538,7.505066776,7.67365215,7.744006845,7.77181628,7.710267752,7.60919236,7.538961952,7.537481776,7.639381176,7.780888277,7.94785321,8.120766038,8.29155179,8.475971703,8.657640423,8.820913326,8.941987274,9.009290657,9.17756103,9.276393267,9.331899044,9.376740043,9.421275774,9.570816793,9.719115511,9.846657564,9.921090874,9.925388762,10.04588467,10.11896461,10.15397685,10.16056549,10.14590753,10.14183298,10.08062696,9.995285416,9.962593966,10.04895964,10.41601236,10.90919884,11.46955634,12.01311911,
Madagascar,MDG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.262087319,3.290164883,3.302212068,3.305130453,3.307548011,3.313256667,3.351893481,3.384426114,3.414294571,3.445044073,3.477469491,3.540208794,3.599261223,3.64402341,3.66112244,3.645593596,3.627218755,3.583709961,3.52191157,3.448610525,3.368040096,3.322522988,3.270346342,3.216287481,3.165730009,3.121798143,3.102842703,3.085007411,3.06712824,3.047443626,3.025175467,3.027392444,3.024834051,3.019188258,3.012166263,3.004638081,3.007058779,3.004539912,2.996780764,2.983650407,2.965838484,2.964491826,2.959496197,2.949949885,2.934168893,2.91236319,2.904137648,2.889943309,2.872156505,2.852820566,2.833775537,2.82544119,2.815241393,2.809162652,2.814256685,2.834053421,2.878249178,2.930183799,2.986717126,3.044064128,
Maldives,MDV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.57503088,2.559436772,2.543596228,2.513557011,2.475766439,2.422165541,2.415918429,2.398630417,2.37781074,2.356504592,2.339853575,2.341955709,2.342850657,2.350020752,2.350420881,2.352346115,2.398924326,2.440693904,2.478827799,2.511156345,2.534876668,2.566168571,2.582263278,2.590159098,2.602132896,2.6184861,2.650511556,2.686821522,2.727077722,2.761997136,2.789503401,2.839160657,2.881086915,2.92698007,2.985663025,3.062497295,3.183464965,3.315999727,3.457190218,3.609515697,3.76380647,3.909453522,4.052878111,4.190192379,4.316579121,4.426359791,4.491170642,4.538605897,4.565703504,4.571050204,4.555223195,4.415563936,4.275533246,4.142273811,4.026757698,3.938977611,3.858788001,3.778389289,3.703344606,3.641000239,
Middle East & North Africa,MEA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.695879568,3.709296473,3.715109931,3.714548127,3.709857694,3.701729574,3.714416918,3.722229229,3.724646994,3.724052772,3.72174277,3.740724638,3.755112905,3.764227415,3.763465962,3.752544986,3.751390641,3.740191241,3.721335145,3.697597571,3.670214512,3.657758336,3.640139553,3.621246124,3.606558018,3.60186531,3.618595341,3.642565116,3.672673507,3.707322919,3.735188847,3.79535062,3.872053852,3.931711522,3.994551356,4.046192964,4.114800459,4.179657191,4.241343486,4.299621774,4.353953744,4.399108647,4.43937395,4.473637025,4.498977101,4.514927067,4.533437116,4.54420901,4.553702794,4.570363275,4.597754861,4.633009277,4.673744103,4.7235187,4.787968116,4.871052787,4.959343203,5.064227699,5.182183367,5.308330439,
Mexico,MEX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.39948055,3.445388468,3.487659844,3.527615607,3.56738253,3.607567997,3.650906419,3.691477813,3.727042128,3.753886328,3.770795438,3.785882279,3.792172539,3.794134834,3.797934073,3.807126207,3.83247072,3.862638376,3.892511201,3.915042999,3.92792519,3.942476118,3.947984998,3.952465557,3.965544945,3.991952988,4.042076623,4.098757172,4.161255381,4.228384365,4.299724008,4.376379614,4.457663909,4.542141624,4.627407483,4.712530213,4.80482451,4.89458615,4.981746074,5.066658985,5.150916061,5.240641869,5.326674426,5.415262674,5.513418886,5.624972955,5.712355206,5.811660553,5.919340305,6.030165932,6.143181679,6.244205424,6.343394246,6.449760253,6.57479339,6.724716186,6.873320325,7.040770485,7.223684981,7.416660604,
Marshall Islands,MHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.761136343,3.791704835,3.800314289,3.79321525,3.778905987,3.760787214,3.808612564,3.854615034,3.897379686,3.93451463,3.966211246,4.02440786,4.075729287,4.1219075,4.166276344,4.210869077,4.28229936,4.351645846,4.41542062,4.468020912,4.507183276,4.558601047,4.593208057,4.61696491,4.636687145,4.656058152,4.691448591,4.722069742,4.752282031,4.788282781,4.832432844,4.899761706,4.978002405,5.060061015,5.135733494,5.200776326,5.295623542,5.370202147,5.434332549,5.500614741,5.574763087,5.663989072,5.757705869,5.848678733,5.924002737,5.979039164,6.048564501,6.10248046,6.149249591,6.199811144,6.260551766,6.352553473,6.448137634,6.556374781,6.689193648,6.853643863,7.06802797,7.308006075,7.561329133,7.811241416,
North Macedonia,MKD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.69634915,4.648613011,4.588533512,4.525057352,4.468429243,4.422917636,4.464657141,4.513347879,4.571636314,4.642303597,4.727452348,4.872433273,5.027989306,5.193299457,5.369878245,5.556097859,5.754533423,5.958124738,6.142820319,6.274179214,6.335941694,6.32887465,6.256460194,6.164520486,6.111936953,6.132016912,6.261263936,6.451170873,6.686400941,6.942214566,7.204487664,7.494800085,7.78564852,8.080682329,8.383950572,8.695314564,8.946524228,9.194148024,9.436462287,9.669510975,9.891199168,10.15247386,10.39372784,10.61586831,10.81933917,11.00407567,11.1431121,11.26716716,11.38148892,11.48997191,11.59681486,11.75693744,11.90370818,12.05996724,12.25941211,12.52019883,12.85891626,13.24983333,13.67018138,14.08542237,
Mali,MLI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.271049842,2.300148095,2.312237334,2.311483746,2.304318945,2.293550632,2.367678113,2.435947292,2.495521841,2.542953814,2.577253996,2.668875827,2.749250178,2.817626775,2.874042059,2.918943001,3.007506145,3.084740223,3.150421932,3.204487032,3.246853441,3.33432024,3.412171179,3.478226987,3.529774115,3.565895788,3.639216811,3.70255385,3.755934329,3.797773028,3.825850041,3.812598814,3.787687561,3.752672998,3.709131772,3.658091942,3.599831706,3.535080156,3.463914744,3.385362836,3.299317724,3.232274034,3.155561382,3.075051147,2.997832497,2.926989407,2.895228782,2.866535047,2.835454116,2.795274729,2.744191063,2.709391611,2.664345609,2.615275491,2.569626202,2.530962892,2.521902744,2.514915654,2.507229758,2.495127818,
Malta,MLT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.950526084,8.033039241,8.10022684,8.170631511,8.261977764,8.397725933,8.614609416,8.891700625,9.20536161,9.523631527,9.831692898,9.985484853,10.06940544,10.09582712,10.09000208,10.05782427,10.03863032,10.00931944,9.967521148,9.913556052,9.85227619,9.852629563,9.816153013,9.746283671,9.663946371,9.588447653,9.735569356,9.918808473,10.12397449,10.31919606,10.48630582,10.69172224,10.87468843,11.05198571,11.23852843,11.44188317,11.62857361,11.8164999,12.00779777,12.20243352,12.40381562,12.60773904,12.84190832,13.10785089,13.39342679,13.69296657,13.95990431,14.24144052,14.5966578,15.07780305,15.69161841,16.21947074,16.84174591,17.52219284,18.18910871,18.79121411,19.37917482,19.88728869,20.3493243,20.81717275,
Myanmar,MMR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.313193733,3.355472792,3.380845265,3.394089233,3.401796997,3.406553322,3.448465473,3.48264034,3.507662122,3.521502168,3.524308072,3.558300121,3.583320001,3.598874594,3.604212797,3.600041096,3.626791955,3.64145688,3.648685093,3.654094949,3.660605255,3.702915978,3.741788835,3.775086458,3.800050949,3.816514516,3.859650102,3.894733917,3.924616317,3.952545143,3.980687259,4.050976413,4.11422103,4.170897451,4.221125634,4.264603307,4.333593703,4.391409083,4.437704144,4.471493811,4.492918309,4.543783054,4.582581786,4.609995052,4.626619733,4.634068482,4.677809093,4.716949667,4.751584239,4.780647672,4.80535117,4.863920356,4.914539906,4.971286998,5.05272832,5.168514572,5.352983769,5.561057877,5.784641933,6.0117046,
Middle East & North Africa (excluding high income),MNA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.674458036,3.687076242,3.691131083,3.688487418,3.6810461,3.669710981,3.680893336,3.685895967,3.686093694,3.682846355,3.67731547,3.696171598,3.710863331,3.71876591,3.716310823,3.702553415,3.70306526,3.692141132,3.673051709,3.649224271,3.622968065,3.618147292,3.609447085,3.60023164,3.595785028,3.600446243,3.623079491,3.65143676,3.684408216,3.720750137,3.746453586,3.805086967,3.865705705,3.928836586,3.99506062,4.064925665,4.138871107,4.208931045,4.275921613,4.338962765,4.397585314,4.450794759,4.499134931,4.541822329,4.576319502,4.602429202,4.636149146,4.662703218,4.687629102,4.717549172,4.756464902,4.803316408,4.852774722,4.908900075,4.97822268,5.065448064,5.152922317,5.257392628,5.375436375,5.502145641,
Montenegro,MNE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.167049299,6.14922269,6.110105098,6.061100719,6.018235933,5.992349395,6.15555489,6.355367209,6.598532135,6.880861697,7.198439087,7.364198735,7.511951777,7.63968179,7.749362392,7.840696277,7.943821007,8.03968828,8.11481679,8.146795374,8.128570789,8.074195958,7.973770139,7.854492866,7.75838446,7.709733948,7.748269266,7.821860353,7.928038776,8.068868213,8.244038231,8.491191144,8.769988318,9.080831797,9.422871307,9.796620988,10.13656454,10.48835445,10.84727723,11.20798632,11.56742872,11.92685238,12.28310435,12.61515212,12.88329296,13.06378581,13.10636714,13.07309278,13.00827271,12.96338807,12.96720195,13.04172597,13.14981827,13.30145527,13.51004157,13.7829449,14.14189241,14.54770278,14.97493664,15.38917207,
Mongolia,MNG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.827499594,4.906748064,4.949847922,4.961324197,4.951168621,4.924470972,4.899992193,4.867408632,4.833634882,4.806096212,4.787207006,4.836414715,4.879521181,4.906162152,4.903766272,4.868310162,4.814234005,4.735409923,4.64665635,4.563895447,4.494733141,4.472576761,4.452427172,4.42783521,4.390435522,4.336324674,4.30868639,4.26519074,4.21464171,4.166536277,4.126969592,4.078872203,4.027109488,3.966620508,3.891068499,3.799966928,3.812536476,3.804457186,3.779274124,3.740807373,3.690845735,3.718649621,3.736098042,3.74357674,3.739878889,3.7249092,3.764924638,3.795945748,3.815155451,3.81842893,3.804741064,3.821270946,3.825966528,3.827723801,3.837954252,3.86434408,3.920835346,3.993819742,4.083538787,4.189333452,
Northern Mariana Islands,MNP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.2869632,3.323145074,3.351123566,3.371969741,3.386960386,3.397296875,3.418960625,3.435248718,3.446454543,3.452246282,3.452908601,3.469186274,3.479119734,3.483555162,3.483306946,3.478736062,3.482895796,3.48205849,3.477283818,3.469668036,3.460406593,3.479467288,3.491559845,3.497872387,3.500252768,3.500410948,3.54541081,3.584213132,3.61497657,3.632671885,3.632150567,3.601919623,3.563443172,3.519002855,3.473664254,3.432204249,3.424829964,3.411274973,3.392338112,3.366861925,3.334143145,3.31682425,3.290374653,3.256131312,3.216068545,3.171832628,3.151643896,3.125290103,3.093340652,3.056133928,3.014252255,3.00476767,2.98784555,2.964286462,2.934814709,2.899940618,2.901468915,2.898333199,2.890764457,2.878446169,
Mauritania,MRT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.095171123,2.156054094,2.215405363,2.271479239,2.322431357,2.367964622,2.419151658,2.463851418,2.503195687,2.539845158,2.57398978,2.615188284,2.651945138,2.685788143,2.715939482,2.742977218,2.777086555,2.806596085,2.832009206,2.85432617,2.873610967,2.901935275,2.926204602,2.94714849,2.965324619,2.981354247,3.008676404,3.030807607,3.048746059,3.063677816,3.077008532,3.101711183,3.123149192,3.141141453,3.155065182,3.164810276,3.18808075,3.204766016,3.216588629,3.224722193,3.229426903,3.23009177,3.226846847,3.220309203,3.211026498,3.199860855,3.19476231,3.186462398,3.175771895,3.163338106,3.150139016,3.144458697,3.136362471,3.127732486,3.12048449,3.116204158,3.123116834,3.130713567,3.141112158,3.156243813,
Mauritius,MUS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.476125832,2.486727684,2.487745291,2.48294223,2.47805289,2.476088068,2.491966115,2.5147175,2.540243463,2.563023866,2.578768478,2.630782827,2.672454247,2.707910246,2.743082239,2.774231656,2.918310033,3.07463787,3.248594348,3.435903035,3.63290619,3.732865473,3.822561008,3.909051491,4.000690818,4.102142037,4.227586025,4.361285137,4.494244452,4.612697878,4.709490201,4.83481041,4.933256753,5.016876147,5.102873345,5.201329349,5.392539765,5.596461434,5.796446014,5.978781429,6.141189475,6.251858379,6.34716578,6.430718432,6.508965786,6.588445364,6.740472392,6.906050706,7.098014786,7.332930865,7.627358358,8.01211753,8.442362432,8.910814591,9.414127275,9.95405953,10.44303471,10.95168917,11.47417307,11.99872723,
Malawi,MWI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.183948345,3.166083784,3.145419314,3.123763952,3.102616302,3.083038656,3.079853477,3.078070968,3.07103516,3.051112152,3.015445869,2.981928272,2.937895743,2.891193893,2.850619275,2.820683053,2.810977467,2.80495485,2.804778471,2.813515607,2.832280607,2.869946653,2.914018232,2.956340855,2.985911481,2.997234416,3.017704158,3.031428253,3.044974406,3.067321817,3.103588708,3.163278858,3.22712029,3.292740484,3.353718413,3.40447858,3.36944138,3.321150725,3.261438366,3.194340466,3.122491312,3.086441568,3.043044431,2.992504863,2.934073754,2.867387742,2.836823947,2.797424876,2.751923274,2.704174749,2.655909938,2.656689913,2.659662257,2.660441891,2.653123916,2.636028742,2.647480907,2.649014193,2.64543493,2.642024179,
Malaysia,MYS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.417007638,3.37198782,3.332715165,3.294383598,3.250433712,3.199182748,3.216121537,3.228115754,3.242023219,3.267238257,3.308086509,3.37526112,3.442771667,3.502334844,3.545264198,3.568478268,3.583760891,3.586957066,3.584872145,3.584635132,3.590317062,3.621797788,3.650841661,3.674940403,3.691186152,3.699164693,3.706301234,3.702790219,3.692690806,3.683207464,3.680662662,3.705482367,3.735114712,3.764843932,3.788642223,3.805456635,3.826923638,3.837063223,3.846738909,3.870246091,3.915046729,4.029926207,4.144195292,4.2414943,4.32434222,4.415360148,4.559361034,4.688595255,4.788194715,4.863843715,4.938167441,5.114471037,5.311792902,5.525858546,5.748608236,5.975574876,6.203104001,6.433952021,6.671754625,6.920771309,
North America,NAC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.9879342,9.05616904,9.116055323,9.174509027,9.236616559,9.303441783,9.410349638,9.520328482,9.634571113,9.749526426,9.859736704,9.999730639,10.1286757,10.25552559,10.38534805,10.51521525,10.67547071,10.83794874,11.00756221,11.18036444,11.34924231,11.4818369,11.59813373,11.70932329,11.82519813,11.94798844,12.07249752,12.19116423,12.30353831,12.40391256,12.49045717,12.54607263,12.58224139,12.60217024,12.60566858,12.59235441,12.55802828,12.51186937,12.45894015,12.4048317,12.35642014,12.34915573,12.33835612,12.33522138,12.35075584,12.39098687,12.46828711,12.56683573,12.69730012,12.87184175,13.09784167,13.36948866,13.68517858,14.03463324,14.40350998,14.78423329,15.17662102,15.56321537,15.95276474,16.35739191,
Namibia,NAM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.932873079,3.918500367,3.898724281,3.87346931,3.846759283,3.817975283,3.822324312,3.822802008,3.815769399,3.796055314,3.760998888,3.749017634,3.719282175,3.679153287,3.636026755,3.594814336,3.597697918,3.598548173,3.596050321,3.587085334,3.571053779,3.581694098,3.583101681,3.577488088,3.56515088,3.546473391,3.529156532,3.505059462,3.479292739,3.456324269,3.439795381,3.449161061,3.457511678,3.461704417,3.457170463,3.442423051,3.424958127,3.392456679,3.348099691,3.29533143,3.236539541,3.335852061,3.439168728,3.547038316,3.656673193,3.764548681,3.844587147,3.918736675,3.989245344,4.056809947,4.121670283,4.053836003,3.979618942,3.901172505,3.820890349,3.741321454,3.704468619,3.668891587,3.636031681,3.608054423,
